DX_type,Infection_DX
ICD9,"015.70 Tuberculosis of other specified bone, unspecified"
ICD9,"015.71 Tuberculosis of other specified bone, bacteriological or histological examination not done"
ICD9,"015.72 Tuberculosis of other specified bone, bacteriological or histological examination unknown (at present)"
ICD9,"015.73 Tuberculosis of other specified bone, tubercle bacilli found (in sputum) by microscopy"
ICD9,"015.74 Tuberculosis of other specified bone, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
ICD9,"015.75 Tuberculosis of other specified bone, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
ICD9,"015.76 Tuberculosis of other specified bone, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
ICD9,"015.80 Tuberculosis of other specified joint, unspecified"
ICD9,"015.81 Tuberculosis of other specified joint, bacteriological or histological examination not done"
ICD9,"015.82 Tuberculosis of other specified joint, bacteriological or histological examination unknown (at present)"
ICD9,"015.83 Tuberculosis of other specified joint, tubercle bacilli found (in sputum) by microscopy"
ICD9,"015.84 Tuberculosis of other specified joint, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
ICD9,"015.85 Tuberculosis of other specified joint, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
ICD9,"015.86 Tuberculosis of other specified joint, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
ICD9,"015.90 Tuberculosis of unspecified bones and joints, unspecified"
ICD9,"015.91 Tuberculosis of unspecified bones and joints, bacteriological or histological examination not done"
ICD9,"015.92 Tuberculosis of unspecified bones and joints, bacteriological or histological examination unknown (at present)"
ICD9,"015.93 Tuberculosis of unspecified bones and joints, tubercle bacilli found (in sputum) by microscopy"
ICD9,"015.94 Tuberculosis of unspecified bones and joints, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
ICD9,"015.95 Tuberculosis of unspecified bones and joints, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
ICD9,"015.96 Tuberculosis of unspecified bones and joints, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
ICD9,"016.00 Tuberculosis of kidney, unspecified"
ICD9,"016.01 Tuberculosis of kidney, bacteriological or histological examination not done"
ICD9,"016.02 Tuberculosis of kidney, bacteriological or histological examination unknown (at present)"
ICD9,"016.03 Tuberculosis of kidney, tubercle bacilli found (in sputum) by microscopy"
ICD9,"016.04 Tuberculosis of kidney, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
ICD9,"016.05 Tuberculosis of kidney, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
ICD9,"016.06 Tuberculosis of kidney, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
ICD9,"016.10 Tuberculosis of bladder, unspecified"
ICD9,"016.11 Tuberculosis of bladder, bacteriological or histological examination not done"
ICD9,"016.12 Tuberculosis of bladder, bacteriological or histological examination unknown (at present)"
ICD9,"016.13 Tuberculosis of bladder, tubercle bacilli found (in sputum) by microscopy"
ICD9,"016.14 Tuberculosis of bladder, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
ICD9,"016.15 Tuberculosis of bladder, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
ICD9,"016.16 Tuberculosis of bladder, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
ICD9,"016.20 Tuberculosis of ureter, unspecified"
ICD9,"016.21 Tuberculosis of ureter, bacteriological or histological examination not done"
ICD9,"016.22 Tuberculosis of ureter, bacteriological or histological examination unknown (at present)"
ICD9,"016.23 Tuberculosis of ureter, tubercle bacilli found (in sputum) by microscopy"
ICD9,"016.24 Tuberculosis of ureter, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
ICD9,"016.25 Tuberculosis of ureter, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
ICD9,"016.26 Tuberculosis of ureter, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
ICD9,"016.30 Tuberculosis of other urinary organs, unspecified"
ICD9,"016.31 Tuberculosis of other urinary organs, bacteriological or histological examination not done"
ICD9,"016.32 Tuberculosis of other urinary organs, bacteriological or histological examination unknown (at present)"
ICD9,"016.33 Tuberculosis of other urinary organs, tubercle bacilli found (in sputum) by microscopy"
ICD9,"016.34 Tuberculosis of other urinary organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
ICD9,"016.35 Tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
ICD9,"016.36 Tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
ICD9,"016.40 Tuberculosis of epididymis, unspecified"
ICD9,"016.41 Tuberculosis of epididymis, bacteriological or histological examination not done"
ICD9,"016.42 Tuberculosis of epididymis, bacteriological or histological examination unknown (at present)"
ICD9,"016.43 Tuberculosis of epididymis, tubercle bacilli found (in sputum) by microscopy"
ICD9,"016.44 Tuberculosis of epididymis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
ICD9,"016.45 Tuberculosis of epididymis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
ICD9,"016.46 Tuberculosis of epididymis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
ICD9,"016.50 Tuberculosis of other male genital organs, unspecified"
ICD9,"016.51 Tuberculosis of other male genital organs, bacteriological or histological examination not done"
ICD9,"016.52 Tuberculosis of other male genital organs, bacteriological or histological examination unknown (at present)"
ICD9,"016.53 Tuberculosis of other male genital organs, tubercle bacilli found (in sputum) by microscopy"
ICD9,"016.54 Tuberculosis of other male genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
ICD9,"016.55 Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
ICD9,"016.56 Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
ICD9,"016.60 Tuberculous oophoritis and salpingitis, unspecified"
ICD9,"016.61 Tuberculous oophoritis and salpingitis, bacteriological or histological examination not done"
ICD9,"016.62 Tuberculous oophoritis and salpingitis, bacteriological or histological examination unknown (at present)"
ICD9,"016.63 Tuberculous oophoritis and salpingitis, tubercle bacilli found (in sputum) by microscopy"
ICD9,"016.64 Tuberculous oophoritis and salpingitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
ICD9,"016.65 Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
ICD9,"016.66 Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
ICD9,"016.70 Tuberculosis of other female genital organs, unspecified"
ICD9,"016.71 Tuberculosis of other female genital organs, bacteriological or histological examination not done"
ICD9,"016.72 Tuberculosis of other female genital organs, bacteriological or histological examination unknown (at present)"
ICD9,"016.73 Tuberculosis of other female genital organs, tubercle bacilli found (in sputum) by microscopy"
ICD9,"016.74 Tuberculosis of other female genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
ICD9,"016.75 Tuberculosis of other female genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
ICD9,"016.76 Tuberculosis of other female genital organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
ICD9,"016.90 Genitourinary tuberculosis, unspecified, unspecified"
ICD9,"016.91 Genitourinary tuberculosis, unspecified, bacteriological or histological examination not done"
ICD9,"016.92 Genitourinary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)"
ICD9,"016.93 Genitourinary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy"
ICD9,"016.94 Genitourinary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
ICD9,"016.95 Genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
ICD9,"016.96 Genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
ICD9,"017.00 Tuberculosis of skin and subcutaneous cellular tissue, unspecified"
ICD9,"017.01 Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination not done"
ICD9,"017.02 Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination unknown (at present)"
ICD9,"017.03 Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli found (in sputum) by microscopy"
ICD9,"017.04 Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
ICD9,"017.05 Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
ICD9,"017.06 Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
ICD9,"017.10 Erythema nodosum with hypersensitivity reaction in tuberculosis, unspecified"
ICD9,"017.11 Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination not done"
ICD9,"017.12 Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination unknown (at present)"
ICD9,"017.13 Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli found (in sputum) by microscopy"
